delivery_id,predicted_delivery_seconds
046433f6f07a2743d6c990f4ef61eaad,3662.1235392087906
0ffb496c3eeb5eacec516a3cbcc9e569,2817.340892785399
3b04e68c88349a776013fcae3bc5aea6,3002.6670758587293
345bb0c7adc228a776ae0a02a1b20a04,3419.809391410345
cffcd18445407b8027ed4484ff46726c,3213.9171284332174
9d65036171bc0463ebb48bf125ac5cbf,3522.42710134221
bebd60f139989879bd86c6047babce83,3342.5586453432797
89bca4b8fbabcbfd0cbf07fb7c6271cc,2740.52028874263
4061b453014cf028b2213145a460753c,2467.260050393234
d71ac2be630dbd0d88ef0a9e3a559329,2440.952281374075
4af2232da5619ef3fd923ff8346ee804,2105.5989546566484
27fb5c0a87e11d6a7ba573109cfe743f,2507.689531721875
0a5116feb4f6b2be8356b78022adfc9e,2530.86928527154
b9978bc9d8d3383f7c0287eeeaa66838,2994.8761907118496
ad825b60391a15fc86e44af29ffc1a4a,2692.202020369453
777e747d8029109c521c793884d3e300,2120.029148405795
1f633306521571063183b642aa2f42e2,2535.844322994371
766a5053b52da822ac41d255235219ec,2550.4699189225607
99333984ed3b0b4cb40921967b17e55c,2558.898479982896
e97b08538d56e55661a82c9e272d52b5,2827.7842097524276
5c2481a9d62cdaab6b540f88bf0579b6,2751.9010150149516
3a0dfaef43fa4a1109abf9bff07f866d,2255.21079947828
783078cef92c6b9c14fd20b336ec0df8,3021.549546920692
1a59ef982a9416ece9e8f0a28952e6f2,3088.181396134436
08e5182f05f89c2b7ac6ca5c11d7ccf4,2961.333883222244
714f0b286705b19df84d59f2935ea3de,3136.409023185899
6aa53d2dc8555652382c84ad14492796,3487.3372133128178
08aa98086084f0495473b3845fcbcb39,2645.0140696898907
e0abaf4e24dc96586dbe8d7a97cfbd3c,2770.5930339797346
1d1ef2321f29c71d3d3d915184ba4038,2441.365785564231
089255e44d448d35944ccaa5804dc639,2476.882342593592
80d36f8a6921ee5b433298a29263812f,2640.414952818845
f013be35407d0349feb737f9ced6974c,3482.902996364534
8ce99ba48e4f7b012fb01b5713a658c1,2481.1220286818398
dad696f69a883942dcf364a9daf1354b,3182.160365362985
33d3e89f191b561143f731c6da9b899d,3129.267446560577
be8599cda99e0036d027a095fe81ff61,3100.2114092350575
58cae05031346cdb9d01eaf8ddbd43d3,3118.837823927681
1eb317b46f7145c59721322ba21be797,3389.363261235805
d0cef459ffb612550980a0253179b62d,2514.9393015448677
bce85e72483dea8ad3ba43d3f0c7d868,3545.064799693196
5812fc65d3042530ccdcfcc7e1cf0de8,2819.9134001075067
7004aa39f48c2adbf4ee6ffc9297aac6,2618.189366831824
088ab44d0e6857ba5812490fd4dfb40b,2503.5537740221093
3b37b9dd2f1e696507f1b26b2317779d,3118.310143781603
5e965f623a00a71623eaabeba7f4b2f2,3036.0730501501675
99428be98601498757d12bc0757bb1e3,2148.9601919671077
0a002b50f4f8ded2f5c2edb04367ae2f,3133.768913483442
c88cee50fb8cd4aba0adb7c144923af0,3331.568775984295
f8d6c8df65a4f6980c169943c18a08c6,3437.1435001983646
3de885c078454aa602541d388a2477eb,2921.2938077593485
e9d7a8ead6a7ad742251463ea667d0ad,3353.164281646016
ce5ec7a5accdac4ee6dd4151623df664,2332.0903797678843
86139aeb9582c3208873754d92ac9afd,2364.2363708613
d611bb76bccc6d7146c7b1ff41d0b646,2528.1870421083963
5c45a3bf21ac96f0b551582675465afa,3309.6052889578687
5dd6ffd3cc76f49726420b2acf0856d4,2614.2463091775494
42358d65b1fa4d182ed78f2e374ed863,2521.0851472588056
f3c194fab65e376d8c1da9b97d13e1ed,2755.0601657198254
d45311745189188113fd0c28be432729,2674.081450707982
004f18132f31f175e2338ce7aa73d762,3271.01250014541
7285d2a8e5a5e8996c1b0b7bb6ff8478,2364.885105480412
0011c2dba1070ca8ace4f897d8bdf534,2347.604265794252
70e43740084b357e32a3418d7f64f313,2336.474457140026
504571d8c9d4bb4ca2bc1160a62bd339,3042.702553515349
dbe3cb99da161dc87e3b35c60e29ea50,2716.940967064212
ef27a94592cecf749031f6da92d7e1a2,2688.574371508942
5bf830b3453816bffb7e7cc4839ada45,3209.8028666581736
d2dac44ff977f0735d258d396e00bbce,2615.722539763179
2bc96580382aeee7fd27b44e6471524b,3005.7409191789175
166019b15779600e297ea71b44955672,2825.1801261900455
f7ffc1fc0dcdf303790cf66ddaee6406,2855.737216822674
853629e81b8c1de9e6e0eb6262640757,3164.6219658833274
4250d8c7b7472efb31c4b2de75b4cd6d,2720.2674768911606
5a25ef55cc6d0fcb34c7c8a07010f0d6,2646.9346662392286
59b19600db2365bddc09e0b2af19a2c8,2789.947107943575
e8e9d7c9f06827723b20f323906d01ef,2680.4218312878966
47fd4a6a01498f6c445a85ce11a001fc,2878.466348423224
3b26bb7dc355e41f5d076c154d682a9c,2445.4926748910643
82c35b1b81dcb1a70e1cf62b90c26a19,3412.4738555187305
17cd0c1c95359c41df970f90093f7932,3002.2509822639513
ba70ef6ed683e95d2e5130b92931d679,3213.6501060500113
24b1dc499984d91521c9d72c69b4eb5a,2083.515565005064
a888eff8614984efab6cd43353354ae7,3013.9854773988827
b6c85166277c80af60afb78f76305de4,2866.749219346916
2e6d03ddd197841251d94b385d30a4bd,2420.7539858977675
87900fe8e3de9166a9729339a281d765,2461.8634306323574
957e14a31c397806956503156c85038b,3159.8783633148346
2d9f0f81d8968cd750a74f9d54ef82ba,2979.7799175632995
83426c67b60565842bf461ffec616c0f,3418.4550362453224
c356d5fdc01066d45ce7bc77dacc20e5,3536.2172266713856
7ddb0fc8cec345dcc782cf4aedaa5fc6,3239.0722653478233
bcb2fdff46fa1ac929d94e3453c95ee9,2870.5221292764245
262931a1aeba5a63c9b1e61ccbee4476,2991.4736634516744
fa4868741525e49b896dc0bc27e00faa,3009.9172515329806
b72f974327deedb8adc73d51a9917006,2663.625788773614
b474b4a364d1cec424a225f2a5285874,2405.0190962772785
a3954f680f1a57c942088907ddbc1b49,2601.2157739274476
9e917f8cb10dd67b8309d5229414f77a,2666.7504989293097
05b724cc9dbfdb35dd96c990f4cfab1e,2704.6385610708317
39df2c5badc642d7942132725441bcf1,2391.5648044583613
338cfef91fa9f64d9a8c7965b4d16ee4,3146.143775276889
873b308d62dffb9c06a593c7b747571f,2967.859331875829
30aa30afe8706b3ceeeea06637e6ce6a,2892.7284581092176
b9ae9844828f4c0cb37b1e891695d276,2273.480369675658
e2869a0a8ca1f47c8cefc458214bde2d,3406.1821726721914
ac51e94439185def483bb8c4ed4eab6a,2830.3269338672935
68d273d85d75db7095cf63f8f4dd0a90,3125.4623616778263
9482c9095ad9286f6818401160ed1637,2996.9219137426485
771288fb865c3edf0f377b975de6ebfb,2825.458890175253
de214761e6e105b5cb1b141de1a580d8,2487.202377518496
a26d510e2f3bb674cd8fa44fe54e1f55,3170.5371289458394
aa01840b50b257a536fda956d022306e,2742.676483966469
c52ffc5b7e04bcd9c554b9c3f5abe346,2520.444667676886
af6b74965dd349241e8a36d93dc819f4,3176.8083831270183
6b132aa63b2067b213dc73efa01599c1,2656.47824816985
d544c735a7d15ea022e35fa13dab17d6,3299.601136872191
d56ad07c76ad4be48e5b11763243116f,2829.9758958186603
106e44fff54ac2187648437854e6ce9e,2776.666974070224
2a3c99da226066cd5e8453245ae66c2d,2092.510379949871
e7d59c41014caf2239e653bddd8ba6cb,2495.0731757876197
17fa5fdc9df99dbb0ad789572719c0f2,2653.5933875322057
fffdd10d5944c8a31062486f2fc22231,3291.428932856941
97896395207ac2ed8eed087bd1933526,2691.2382081655614
c841883428bc0f3ed9c0105d33c4a1f6,3178.545231145272
96173c5d4430bb145427af2cca6e3151,3306.0994919438117
4ec1c42a1d4857574d0ba701c3160fae,2510.4257073118697
4e25e8caf3966438bb973679c5999f4d,3260.918503295071
836b20750d339e8890428c4a3f174b10,2894.0491692188502
db6aa702557344552a18367d4ba7f5b8,2052.8692032346485
715d3541d399e9687867cd30dc57065c,2449.881877620533
5d406ba42184c6ed54cefe40a5754b6d,2784.4136885296025
fc406c35f0d8e7462d8ffdcfd4cf7361,3269.4481832431206
d896733d0334d28e657a2ca785606e7f,2744.054123949906
e95276f80455c7af4a38ae9742ee94df,2598.56163540212
d1a4b2d85e3ac3e2532e5ac864d2bd45,2565.287718036155
837357a1f6c0f4e3fdcdf7d33c684e2e,2695.859642841586
b15929c9f8913acd6127fab4600b6e8c,2444.0099814903447
3efeb044fdfa75f5f1dad3a683a99f0e,2374.8176406939588
639e160b1831456f0942846dd5cd2845,2585.9425015094307
f19fe10b9b00a91382d764e6460f40cf,2614.885934763331
2e3cbc43682fae34a9bc1cba0a978974,2637.9497892513527
694ba3182743a2eddb4127a4ae2fe39d,2702.554955242383
465a2ab2c320639dfca9ac12e5c351ee,2800.419261603172
ed06b4cae6da8116be56be59d68cfbe8,3169.895444831919
7a0779771cca46418868d00d1366b19e,2520.8914164668067
e9310f27f5cac3db7ca89adc297735d4,2985.835887003571
57649fbee6005d9923ea9c2d2caf413b,2660.5008287683663
7652bdd7dc330186a6cb949c1ed662a2,3210.864918255677
2cc370dc5567eca23ddcaf08705aa3bf,2757.956274044687
8a31cb31aa194fbd7c9be03e12c6dcac,2537.0602683335974
4bec1e05bc3d0bac482256d3b2ded6eb,2919.4604247266307
91236308b4f43eba36b43b9f3f8852d6,2683.4702394746882
0b2879b28d900923caa9f13026d3fb5c,3313.4041805431348
18335d0417e566fbdeabe86c604fdd34,2972.151113451735
8e415ec7b9a92ed317407cae5cdb6909,3109.5997033515614
d2b13a2d792bffc41715480d8cc577e8,2068.157415636966
a94f60d796c56587b92d4ccfdef5ed93,3045.9389427971764
c0f94b2c834e674dd9663c605e736117,2707.052050748227
0a79b1834a8202995c002f1300ac61ea,3176.5409895926823
a3c2976be939759341cfbfa2a762d271,3035.88350578691
cf4199ad3a4c26a66c9f675ce70f5408,3179.331704364724
803ca9ad2e53dea8d675f569aea8b54f,2502.901163024668
f4e680fb0fa6b688acfbdc253aa8c9ce,2226.021842941713
b6d5afb4514879c2840467c46f546310,3230.5544306462807
11d279786b8e2b5090acf1c488714434,2549.3747827084194
3516fb52f451073bbb80780672c4aab0,2796.5662738196233
d07caa794c2358cc7f7e3a94b27f7fd5,3218.3423996140195
b8b0e6d42d61870e2a0d3412cac95968,3028.551400136748
c8c64b4ca259bd2c054b74985c58c97c,2682.3967657106236
52bd1220b485f5e09050b0c874b1f99d,3230.7204312720924
68354b20438ba2a45827ac67f0fc5fc9,2451.073325980511
6d04e238d5456c2022fb48d536d0b8f2,3098.071804861999
81a566bdf1d0e9343e3b3a5f3d6cbf72,2072.6650791558905
214e31f06b46d1fd9697d575900310ec,2797.78484051496
4a7919d1591b85c4d5b93bb9ab5800cf,3319.470032115512
95c176e6a2f412b5fc66c571def24e58,2972.0671138397283
bac85b8b8e7b4d3c73190aa04e8077b0,2886.781827828055
7ae6247037a82663fd7d13686a18bef1,3426.125905211173
9600296a6d00749c35fa78f6c9be4d3a,3160.9976275936606
197df68cee4440ade15c23fce5c57174,2610.5374542480936
22d051253dd5bc4ac7334aa959b7fb87,3378.098221002143
b7823eee55bd27b3bc4f2a235c20cee9,3088.2649549556068
d6f9b8feec2c01bcb65d9f7c553171cd,2859.5528260851916
7807b31af043a5e36dabab226f35fa9d,3190.3690223199433
d3ba681100a6d4f8a207bf3f52512bb3,3081.0975271275297
e8aa1fa2983daf29c9ae8f40529ae2ee,2886.4129174213863
7c8ccbd57a687783b948deb96375ad36,2595.547267539716
285f6e7a96c8666b3f5d648362ba4b5e,2863.625567618392
2c114b054705df3fcc388cd969bd1a14,2484.96765324781
8600fb79891e74b9d2ae3622597ea97c,3453.542500216419
d606ff6d3d3b4671340a7d76b2758a02,2648.535569407462
05fa7258370a3acdb9185d9e16a4e23c,3012.6039718121006
befc72232ba0d4ca560f0c95462df8bb,3269.500320069632
d647c321b90a798cd42a6e36e8199ace,2271.802725008072
276fc2a5d0452429b06e55f93e4a7ec2,2872.3591278613
1559606f125690f79d10c7e117c18143,2787.057698288529
cd055fe9cadf71c023f48dc65510d961,2440.963532351572
68f2279114de2f370eae07c91153dcef,3390.797912793157
f9d7f831a5a75379caa38140dd77dc8a,2805.1745657586407
9c32f320f8fada780a3cca389031ef5b,2164.850925104406
27876878ed16a4eaa787cdb3abdc9217,2389.9763218517533
f341a0332f42fd17b76b4dba9affdb31,3347.642829007525
73feba3b0e5401ed1c11d1b12e5c628c,2931.782180683066
bb88f5798fcb191b093a9af890d89639,2279.5335915957103
e01161e71c4f627cd70ef2489a195a91,2750.2709163793643
429a7a4e3a866f747f79a2b28dd0bfa0,2726.916451995966
ff19706933222caa0c56bc752b7b9f93,3169.4434722290225
5dc1dbd163f701a0bbef76901b5a8dd6,3326.162071139843
e5b2a38953adb8d48afa802b7993d2c3,2575.9034190724433
c5843ad4362d5e6bc1fb8142e660d182,2758.5434266169837
c7f866a5cd41e17e9d35018b71f19da9,3519.07737200559
16556badacf64be03ca80dcdbcd47d9e,2536.792697658035
5d890211b53b8ff1f808d8cfd6827c69,2313.5591314657995
54d3f5f0d1403c5b6a4289ece37c350e,2104.825283489808
1e71734a1088887ec5348422162e1368,2447.123481644209
8351a7c518c95bac972444049c5dd250,2539.796411098576
f97b8857fbb2d0d374c5801e0333e0f0,2614.300785814381
fa6b1665658bd4573248596d55dd556d,2506.2768938148206
880a8bc47cff1f1ce0de6fcc9520a663,3384.2146242893673
e09fd2831512f6ae357f44bbcc15a3cf,2518.2646119972806
941e77ebb9baad81b050fd42353da9e7,2287.7626064818137
1cbd2c5857be4297f32291b376792a2f,2688.1199858821174
ad0b96af281db153d449cbf409850b77,2453.3071416227804
94d055c6c2452cb5247900670768df61,3174.1989936128252
b190a1c47739f3c4686fda4ee44296f5,3259.3076893597113
c87a38673edec6d2a57563d5dc8c3c47,3285.6924273843465
d353f07002acd476a09e03480285e972,2805.559555507718
068ddca8798083adc2b327c67684ebac,2451.229488105517
44bbcc2203ea44de175a189c425ec724,3022.0554788355075
248776811dd080e543241725fc00e5e5,3188.7181481873413
17226e6065790a0f19d635b962a4e42d,2759.321194604281
24d3d826abeb57450dd4018960217690,2985.216661683197
435f6d90ca093980b049ae3715c3d1ef,2285.9890703957867
bc270d14b3496e7e55dc52cf590b6a0f,3218.1187762716236
1977213a29f23d2033881a64d8cdd989,2564.1273729628147
a0fbd4107eb122704f6fdba9d071fa4c,2928.5894218583817
3d7e2524f2163991b3b8da29e6037117,2852.3366965970827
7f115c147a03168d81bb11b116679819,2628.034454506777
56873e86b43f20339817f08014c0a49d,2322.105767489024
66ccba9e7dd3d821081686cf25197c47,2886.8186334947195
f0e59c723ec6aa0560dcc35ccfd3aca1,3062.880674606842
dc0bde5f841111eb84a32980addab746,2521.4881557247363
ed022f7630f4cc718cbf31f41bf4ec5a,2456.5991277657367
d2e091200b83077177d2a4c9d27ad3c8,2197.7807546676577
98de820315196774dbc9ec2f0571c4ae,2955.5876864175452
a52eea4c16c9be930136da8944317986,2715.806741909882
7ff901cdcd685061ab3d3d8753119b75,2902.6263854688173
1c24589c93084305408bbb2269ad3f8e,2501.452368184565
238df5093efdc31523163c5854e8399f,2759.8727105308194
e75e0ed2024ec8545dad0d761ff78f2a,2705.717263446634
92ab6736a76be82bc3dfb44861a486e3,2707.9513055113293
a79b7d7563f63d38cb6e042a71d84d5d,3200.15095612325
7d3d20d8d466c6f2b88267e7be18972d,3506.3288490204604
a21f37a74c7045062ae5e9649a4a21cb,2680.3727320629764
1836af1f8965d85f939ef01815ec7fba,3175.0515799556697
cfcb1b55c9cfc116301a58648f8229f0,3332.410385643213
76c4359aa68a12255ca352a23be39384,3131.4980077132186
8009fa6208ceca58d4c972ca9e8840db,2294.8490452810424
ef6632ee44d12a8b15b21440c58c271b,2047.004223306681
cd4e0032dc8c949e39fcb2adfa15c9a2,2940.996968703509
33ddc09de5b931e3fda668c8ecc05178,2567.55847069422
aad5123222bdcce162f4c607cbc79874,2948.141838137095
